,Pattern,Relative SUP,local_interest_16,local_criterion_16,local_interest_20,local_criterion_20,local_interest_22,local_criterion_22,local_interest_27,local_criterion_27
0,"[1, 2]",0.9914893617021276,0,0,0,0,0,0,0.001034913097738413,0.0010261053266938307
123,"[11, 12, 13, 19, 20]",0.6405529953917051,0,0,0,0,0,0,0.212611477638166,0.13618891885578377
125,"[11, 12, 13, 19, 20, 21, 22]",0.46543778801843316,0,0,0,0,0,0,0.4399780991924077,0.20478243326466902
126,"[11, 12, 13, 19, 20, 21, 22, 23]",0.423963133640553,0,0,0,0,0,0,0.4778601482668804,0.20259508590116587
127,"[11, 12, 13, 19, 20, 21, 22, 23, 24]",0.423963133640553,0,0,0,0,0,0,0.4778601482668804,0.20259508590116587
128,"[11, 12, 13, 19, 20, 21, 22, 23, 24, 25]",0.423963133640553,0,0,0,0,0,0,0.4778601482668804,0.20259508590116587
129,"[11, 12, 13, 19, 20, 21, 22, 23, 24, 25, 26]",0.423963133640553,0,0,0,0,0,0,0.4778601482668804,0.20259508590116587
130,"[11, 12, 13, 19, 20, 21, 22, 23, 24, 25, 26, 27]",0.3686635944700461,0,0,0,0,0,0,0.6082949308755761,0.2242561957144981
131,"[12, 13]",0.9378238341968912,0,0,0,0,0,0,0.02919875189648763,0.027383285457327777
132,"[12, 13, 19]",0.8134715025906736,0,0,0,0,0,0,0.10098676611332963,0.08214985637198317
133,"[12, 13, 19, 20]",0.7253886010362695,0,0,0,0,0,0,0.16672834937083642,0.1209428441031974
134,"[12, 13, 19, 20, 21]",0.7202072538860104,0,0,0,0,0,0,0.17109628359488577,0.12322478455797473
135,"[12, 13, 19, 20, 21, 22]",0.5284974093264249,0,0,0,0,0,0,0.3929188255613127,0.2076565813847352
136,"[12, 13, 19, 20, 21, 22, 23]",0.48186528497409326,0,0,0,0,0,0,0.4305532341634632,0.2074686568766947
137,"[12, 13, 19, 20, 21, 22, 23, 24]",0.48186528497409326,0,0,0,0,0,0,0.4305532341634632,0.2074686568766947
138,"[12, 13, 19, 20, 21, 22, 23, 24, 25]",0.48186528497409326,0,0,0,0,0,0,0.4305532341634632,0.2074686568766947
139,"[12, 13, 19, 20, 21, 22, 23, 24, 25, 26]",0.48186528497409326,0,0,0,0,0,0,0.4305532341634632,0.2074686568766947
140,"[12, 13, 19, 20, 21, 22, 23, 24, 25, 26, 27]",0.41968911917098445,0,0,0,0,0,0,0.5595854922279793,0.23485194233402237
141,"[13, 19]",0.8674033149171271,0,0,0,0,0,0,0.071788014216842,0.0622691615030066
142,"[13, 19, 20]",0.7734806629834254,0,0,0,0,0,0,0.13752959747434879,0.10637648423430293
143,"[13, 19, 20, 21]",0.7679558011049724,0,0,0,0,0,0,0.14189753169839814,0.10897103263026156
144,"[13, 19, 20, 21, 22]",0.56353591160221,0,0,0,0,0,0,0.36372007366482506,0.20496932328073014
145,"[13, 19, 20, 21, 22, 23]",0.5138121546961326,0,0,0,0,0,0,0.40135448226697557,0.20622081133054546
124,"[11, 12, 13, 19, 20, 21]",0.6359447004608295,0,0,0,0,0,0,0.21699058304948915,0.13799401134022812
122,"[11, 12, 13, 19]",0.7188940092165899,0,0,0,0,0,0,0.14675646933711461,0.10550234662022986
1,"[1, 2, 3]",0.950354609929078,0,0,0,0,0,0,0.006298295755266206,0.0059856144057139835
121,"[11, 12, 13]",0.8294930875576036,0,0,0,0,0,0,0.0749615975422428,0.062180126993565454
100,"[9, 10]",0.7389937106918238,0,0,0,0,0,0,0.09440653017529776,0.06976583204778293
101,"[9, 10, 11]",0.4968553459119497,0,0,0,0,0,0,0.14409680757901439,0.07159526917447885
102,"[9, 10, 11, 12]",0.44339622641509435,0,0,0,0,0,0,0.19369731031714166,0.08588465646137414
103,"[9, 10, 11, 12, 13]",0.41509433962264153,0,0,0,0,0,0,0.2175528873642082,0.09030497211344492
104,"[9, 10, 11, 12, 13, 19]",0.36792452830188677,0,0,0,0,0,0,0.27971294952427034,0.10291325501364662
105,"[9, 10, 11, 12, 13, 19, 20]",0.3238993710691824,0,0,0,0,0,0,0.3540636258166942,0.11468098572050157
106,"[9, 10, 11, 12, 13, 19, 20, 21]",0.32075471698113206,0,0,0,0,0,0,0.36015538290788024,0.11552153791384838
107,"[9, 10, 11, 12, 13, 19, 20, 21, 22]",0.24213836477987422,0,0,0,0,0,0,0.5638732336845544,0.1365353427475179
108,"[10, 11]",0.9234042553191489,0,0,0,0,0,0,0.030002941464849442,0.027704843820733314
109,"[10, 11, 12]",0.8212765957446808,0,0,0,0,0,0,0.07871238011244619,0.06464463558171113
110,"[10, 11, 12, 13]",0.7659574468085106,0,0,0,0,0,0,0.10496453900709224,0.0803983703033047
111,"[10, 11, 12, 13, 19]",0.6638297872340425,0,0,0,0,0,0,0.17675941080196406,0.11733816206428252
112,"[10, 11, 12, 13, 19, 20]",0.5914893617021276,0,0,0,0,0,0,0.24261441910301546,0.14350384789497508
113,"[10, 11, 12, 13, 19, 20, 21]",0.5872340425531914,0,0,0,0,0,0,0.2469935245143386,0.14504300588501584
114,"[10, 11, 12, 13, 19, 20, 21, 22]",0.4297872340425532,0,0,0,0,0,0,0.46998104065725715,0.2019918515165233
115,"[10, 11, 12, 13, 19, 20, 21, 22, 23]",0.39148936170212767,0,0,0,0,0,0,0.5078630897317298,0.1988229968311453
116,"[10, 11, 12, 13, 19, 20, 21, 22, 23, 24]",0.39148936170212767,0,0,0,0,0,0,0.5078630897317298,0.1988229968311453
117,"[10, 11, 12, 13, 19, 20, 21, 22, 23, 24, 25]",0.39148936170212767,0,0,0,0,0,0,0.5078630897317298,0.1988229968311453
118,"[10, 11, 12, 13, 19, 20, 21, 22, 23, 24, 25, 26]",0.39148936170212767,0,0,0,0,0,0,0.5078630897317298,0.1988229968311453
119,"[10, 11, 12, 13, 19, 20, 21, 22, 23, 24, 25, 26, 27]",0.3404255319148936,0,0,0,0,0,0,0.6382978723404256,0.21729289271163424
120,"[11, 12]",0.8894009216589862,0,0,0,0,0,0,0.04870943864759675,0.04332221962666439
146,"[13, 19, 20, 21, 22, 23, 24]",0.5138121546961326,0,0,0,0,0,0,0.40135448226697557,0.20622081133054546
147,"[13, 19, 20, 21, 22, 23, 24, 25]",0.5138121546961326,0,0,0,0,0,0,0.40135448226697557,0.20622081133054546
148,"[13, 19, 20, 21, 22, 23, 24, 25, 26]",0.5138121546961326,0,0,0,0,0,0,0.40135448226697557,0.20622081133054546
149,"[13, 19, 20, 21, 22, 23, 24, 25, 26, 27]",0.44751381215469616,0,0,0,0,0,0,0.5303867403314917,0.23735539208204878
174,"[22, 23, 24, 25, 26]",0.9509803921568627,0,0,0,0,0,0,0.04295532646048095,0.040849673202614234
175,"[22, 23, 24, 25, 26, 27]",0.8333333333333334,0,0,0,0,0,0,0.16666666666666663,0.13888888888888887
176,"[23, 24]",1.0,0,0,0,0,0,0,0.0,0.0
177,"[23, 24, 25]",1.0,0,0,0,0,0,0,0.0,0.0
178,"[23, 24, 25, 26]",1.0,0,0,0,0,0,0,0.0,0.0
179,"[23, 24, 25, 26, 27]",0.8762886597938144,0,0,0,0,0,0,0.12371134020618568,0.10840684451057508
180,"[24, 25]",1.0,0,0,0,0,0,0,0.0,0.0
181,"[24, 25, 26]",1.0,0,0,0,0,0,0,0.0,0.0
182,"[24, 25, 26, 27]",0.8762886597938144,0,0,0,0,0,0,0.12371134020618568,0.10840684451057508
183,"[25, 26]",1.0,0,0,0,0,0,0,0.0,0.0
184,"[25, 26, 27]",0.8762886597938144,0,0,0,0,0,0,0.12371134020618568,0.10840684451057508
185,"[26, 27]",0.8762886597938144,0,0,0,0,0,0,0.12371134020618568,0.10840684451057508
186,"[27, 28]",0.8588235294117647,0,0,0,0,0,0,0.0,0.0
187,"[27, 28, 29]",0.8588235294117647,0,0,0,0,0,0,0.0,0.0
188,"[27, 28, 29, 30]",0.8588235294117647,0,0,0,0,0,0,0.0,0.0
189,"[27, 28, 29, 30, 31]",0.8588235294117647,0,0,0,0,0,0,0.0,0.0
190,"[28, 29]",1.0,0,0,0,0,0,0,0.0,0.0
191,"[28, 29, 30]",1.0,0,0,0,0,0,0,0.0,0.0
192,"[28, 29, 30, 31]",1.0,0,0,0,0,0,0,0.0,0.0
193,"[29, 30]",1.0,0,0,0,0,0,0,0.0,0.0
194,"[29, 30, 31]",1.0,0,0,0,0,0,0,0.0,0.0
173,"[22, 23, 24, 25]",0.9509803921568627,0,0,0,0,0,0,0.04295532646048095,0.040849673202614234
172,"[22, 23, 24]",0.9509803921568627,0,0,0,0,0,0,0.04295532646048095,0.040849673202614234
171,"[22, 23]",0.9509803921568627,0,0,0,0,0,0,0.04295532646048095,0.040849673202614234
159,"[20, 21, 22]",0.7083333333333334,0,0,0,0,0,0,0.24305555555555558,0.1721643518518519
150,"[19, 20]",0.8888888888888888,0,0,0,0,0,0,0.06558641975308643,0.05829903978052127
151,"[19, 20, 21]",0.8827160493827161,0,0,0,0,0,0,0.06971423638090302,0.06153787532388353
152,"[19, 20, 21, 22]",0.6296296296296297,0,0,0,0,0,0,0.308641975308642,0.19433013260173757
153,"[19, 20, 21, 22, 23]",0.5740740740740741,0,0,0,0,0,0,0.3462763839107925,0.1987882944673068
154,"[19, 20, 21, 22, 23, 24]",0.5740740740740741,0,0,0,0,0,0,0.3462763839107925,0.1987882944673068
155,"[19, 20, 21, 22, 23, 24, 25]",0.5740740740740741,0,0,0,0,0,0,0.3462763839107925,0.1987882944673068
156,"[19, 20, 21, 22, 23, 24, 25, 26]",0.5740740740740741,0,0,0,0,0,0,0.3462763839107925,0.1987882944673068
157,"[19, 20, 21, 22, 23, 24, 25, 26, 27]",0.5,0,0,0,0,0,0,0.47530864197530864,0.23765432098765432
158,"[20, 21]",0.9930555555555556,0,0,0,0,0,0,0.004127816627816583,0.004099151234567857
160,"[20, 21, 22, 23]",0.6458333333333334,0,0,0,0,0,0,0.2806899641577061,0.1812789351851852
170,"[21, 22, 23, 24, 25, 26, 27]",0.5664335664335665,0,0,0,0,0,0,0.4055944055944056,0.22974228568634167
161,"[20, 21, 22, 23, 24]",0.6458333333333334,0,0,0,0,0,0,0.2806899641577061,0.1812789351851852
162,"[20, 21, 22, 23, 24, 25]",0.6458333333333334,0,0,0,0,0,0,0.2806899641577061,0.1812789351851852
163,"[20, 21, 22, 23, 24, 25, 26]",0.6458333333333334,0,0,0,0,0,0,0.2806899641577061,0.1812789351851852
164,"[20, 21, 22, 23, 24, 25, 26, 27]",0.5625,0,0,0,0,0,0,0.4097222222222222,0.23046875
165,"[21, 22]",0.7132867132867133,0,0,0,0,0,0,0.238927738927739,0.17042398161279287
166,"[21, 22, 23]",0.6503496503496503,0,0,0,0,0,0,0.2765621475298895,0.17986209594601205
167,"[21, 22, 23, 24]",0.6503496503496503,0,0,0,0,0,0,0.2765621475298895,0.17986209594601205
168,"[21, 22, 23, 24, 25]",0.6503496503496503,0,0,0,0,0,0,0.2765621475298895,0.17986209594601205
169,"[21, 22, 23, 24, 25, 26]",0.6503496503496503,0,0,0,0,0,0,0.2765621475298895,0.17986209594601205
99,"[8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.24213836477987422,0,0,0,0,0,0,0.5638732336845544,0.1365353427475179
98,"[8, 9, 10, 11, 12, 13, 19, 20, 21]",0.32075471698113206,0,0,0,0,0,0,0.36015538290788024,0.11552153791384838
97,"[8, 9, 10, 11, 12, 13, 19, 20]",0.3238993710691824,0,0,0,0,0,0,0.3540636258166942,0.11468098572050157
48,"[4, 5, 6, 7, 8]",0.7929292929292929,0,0,0,0,0,0,0.05286945892041442,0.0419217426793185
26,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.18168812589413447,0,0,0,0,0,0,0.37446070314172103,0.06803506337481913
27,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19]",0.1630901287553648,0,0,0,0,0,0,0.43102928996310513,0.07029662239741628
28,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20]",0.1430615164520744,0,0,0,0,0,0,0.5083977110157367,0.07273214749867479
29,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",0.14163090128755365,0,0,0,0,0,0,0.5147613473793731,0.0729061135773361
30,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.1072961373390558,0,0,0,0,0,0,0.7183977110157369,0.07708129946520782
31,"[3, 4]",0.5901639344262295,0,0,0,0,0,0,0.08796986256002648,0.05191664019935989
32,"[3, 4, 5]",0.5275707898658718,0,0,0,0,0,0,0.11343639226384436,0.059845727066171236
33,"[3, 4, 5, 6]",0.5171385991058122,0,0,0,0,0,0,0.11539832586745238,0.059676928578250334
34,"[3, 4, 5, 6, 7]",0.5171385991058122,0,0,0,0,0,0,0.11539832586745238,0.059676928578250334
35,"[3, 4, 5, 6, 7, 8]",0.45603576751117736,0,0,0,0,0,0,0.14783320183513052,0.06741722766251854
36,"[3, 4, 5, 6, 7, 8, 9]",0.45603576751117736,0,0,0,0,0,0,0.14783320183513052,0.06741722766251854
37,"[3, 4, 5, 6, 7, 8, 9, 10]",0.338301043219076,0,0,0,0,0,0,0.24336745077699798,0.08233146248342554
38,"[3, 4, 5, 6, 7, 8, 9, 10, 11]",0.22652757078986588,0,0,0,0,0,0,0.2943760294925093,0.06668428685970404
39,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.20119225037257824,0,0,0,0,0,0,0.34739747198763593,0.06989367916293718
40,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.18926974664679583,0,0,0,0,0,0,0.3693863900395461,0.06991366845755939
41,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19]",0.16989567809239942,0,0,0,0,0,0,0.4259549768609302,0.07236790963062004
42,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20]",0.14903129657228018,0,0,0,0,0,0,0.5033233979135618,0.07501093858622382
43,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",0.14754098360655737,0,0,0,0,0,0,0.5096870342771982,0.07519972636876694
44,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.11177347242921014,0,0,0,0,0,0,0.7133233979135619,0.079730633149802
45,"[4, 5]",0.9191919191919192,0,0,0,0,0,0,0.018870018870018906,0.01734516886032041
46,"[4, 5, 6]",0.898989898989899,0,0,0,0,0,0,0.02130859153331069,0.019156208550147994
25,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.19313304721030042,0,0,0,0,0,0,0.35247178508981086,0.06807394991004931
24,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.21745350500715308,0,0,0,0,0,0,0.29945034259468417,0.06511652657280685
23,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.32474964234620884,0,0,0,0,0,0,0.24844176387917288,0.08068137396362265
11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.18014184397163122,0,0,0,0,0,0,0.37549561623945943,0.06764247271264022
2,"[1, 2, 3, 4]",0.5617021276595745,0,0,0,0,0,0,0.0940790887599398,0.052844424324732145
3,"[1, 2, 3, 4, 5]",0.502127659574468,0,0,0,0,0,0,0.11954561846375768,0.060027161611588956
4,"[1, 2, 3, 4, 5, 6]",0.4921985815602837,0,0,0,0,0,0,0.1215075520673657,0.05980584477641971
5,"[1, 2, 3, 4, 5, 6, 7]",0.4921985815602837,0,0,0,0,0,0,0.1215075520673657,0.05980584477641971
6,"[1, 2, 3, 4, 5, 6, 7, 8]",0.4340425531914894,0,0,0,0,0,0,0.15394242803504382,0.06681756450882753
7,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.4340425531914894,0,0,0,0,0,0,0.15394242803504382,0.06681756450882753
8,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.3219858156028369,0,0,0,0,0,0,0.24947667697691128,0.08032795131029626
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.21560283687943263,0,0,0,0,0,0,0.30048525569242257,0.06478547356772799
10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.19148936170212766,0,0,0,0,0,0,0.35350669818754926,0.06769277199336049
12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19]",0.16170212765957448,0,0,0,0,0,0,0.43206420306084353,0.06986570092047684
22,"[2, 3, 4, 5, 6, 7, 8, 9]",0.43776824034334766,0,0,0,0,0,0,0.15290751493730542,0.06693805374937835
13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20]",0.14184397163120568,0,0,0,0,0,0,0.5094326241134752,0.07225994668276245
14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",0.14042553191489363,0,0,0,0,0,0,0.5157962604771116,0.07243096423721142
15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.10638297872340426,0,0,0,0,0,0,0.7194326241134753,0.07653538554398674
16,"[2, 3]",0.9599427753934192,0,0,0,0,0,0,0.005074313102174904,0.0048710502025169685
17,"[2, 3, 4]",0.5665236051502146,0,0,0,0,0,0,0.09304417566220138,0.052711721834380186
18,"[2, 3, 4, 5]",0.5064377682403434,0,0,0,0,0,0,0.11851070536601926,0.06001829713815568
19,"[2, 3, 4, 5, 6]",0.49642346208869814,0,0,0,0,0,0,0.12047263896962729,0.059805444524264194
20,"[2, 3, 4, 5, 6, 7]",0.49642346208869814,0,0,0,0,0,0,0.12047263896962729,0.059805444524264194
21,"[2, 3, 4, 5, 6, 7, 8]",0.43776824034334766,0,0,0,0,0,0,0.15290751493730542,0.06693805374937835
47,"[4, 5, 6, 7]",0.898989898989899,0,0,0,0,0,0,0.02130859153331069,0.019156208550147994
49,"[4, 5, 6, 7, 8, 9]",0.7929292929292929,0,0,0,0,0,0,0.05286945892041442,0.0419217426793185
96,"[8, 9, 10, 11, 12, 13, 19]",0.36792452830188677,0,0,0,0,0,0,0.27971294952427034,0.10291325501364662
50,"[4, 5, 6, 7, 8, 9, 10]",0.5883838383838383,0,0,0,0,0,0,0.14586855681276292,0.08582670135700445
75,"[6, 7, 8, 9, 10, 11, 12]",0.38950276243093923,0,0,0,0,0,0,0.22618627796716423,0.08810018009218275
76,"[6, 7, 8, 9, 10, 11, 12, 13]",0.36464088397790057,0,0,0,0,0,0,0.25004185501423076,0.09117548304386315
77,"[6, 7, 8, 9, 10, 11, 12, 13, 19]",0.32320441988950277,0,0,0,0,0,0,0.3122019171742929,0.10090503952870793
78,"[6, 7, 8, 9, 10, 11, 12, 13, 19, 20]",0.2845303867403315,0,0,0,0,0,0,0.3865525934667168,0.10998595891456306
79,"[6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",0.281767955801105,0,0,0,0,0,0,0.3926443505579028,0.11063459601355273
80,"[6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.212707182320442,0,0,0,0,0,0,0.5963622013345771,0.12685052348829404
81,"[7, 8]",0.8784530386740331,0,0,0,0,0,0,0.03248896765002257,0.028540032355544687
82,"[7, 8, 9]",0.8784530386740331,0,0,0,0,0,0,0.03248896765002257,0.028540032355544687
83,"[7, 8, 9, 10]",0.649171270718232,0,0,0,0,0,0,0.12689549782532034,0.08237691157168585
84,"[7, 8, 9, 10, 11]",0.43646408839779005,0,0,0,0,0,0,0.17658577522903696,0.07707334940935867
85,"[7, 8, 9, 10, 11, 12]",0.38950276243093923,0,0,0,0,0,0,0.22618627796716423,0.08810018009218275
86,"[7, 8, 9, 10, 11, 12, 13]",0.36464088397790057,0,0,0,0,0,0,0.25004185501423076,0.09117548304386315
87,"[7, 8, 9, 10, 11, 12, 13, 19]",0.32320441988950277,0,0,0,0,0,0,0.3122019171742929,0.10090503952870793
88,"[7, 8, 9, 10, 11, 12, 13, 19, 20]",0.2845303867403315,0,0,0,0,0,0,0.3865525934667168,0.10998595891456306
89,"[7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",0.281767955801105,0,0,0,0,0,0,0.3926443505579028,0.11063459601355273
90,"[7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.212707182320442,0,0,0,0,0,0,0.5963622013345771,0.12685052348829404
91,"[8, 9]",1.0,0,0,0,0,0,0,0.0,0.0
92,"[8, 9, 10]",0.7389937106918238,0,0,0,0,0,0,0.09440653017529776,0.06976583204778293
93,"[8, 9, 10, 11]",0.4968553459119497,0,0,0,0,0,0,0.14409680757901439,0.07159526917447885
94,"[8, 9, 10, 11, 12]",0.44339622641509435,0,0,0,0,0,0,0.19369731031714166,0.08588465646137414
95,"[8, 9, 10, 11, 12, 13]",0.41509433962264153,0,0,0,0,0,0,0.2175528873642082,0.09030497211344492
74,"[6, 7, 8, 9, 10, 11]",0.43646408839779005,0,0,0,0,0,0,0.17658577522903696,0.07707334940935867
73,"[6, 7, 8, 9, 10]",0.649171270718232,0,0,0,0,0,0,0.12689549782532034,0.08237691157168585
72,"[6, 7, 8, 9]",0.8784530386740331,0,0,0,0,0,0,0.03248896765002257,0.028540032355544687
60,"[5, 6, 7, 8]",0.8736263736263736,0,0,0,0,0,0,0.033779113967793206,0.029510324839995165
51,"[4, 5, 6, 7, 8, 9, 10, 11]",0.3939393939393939,0,0,0,0,0,0,0.19560994560994568,0.07705846342209981
52,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",0.351010101010101,0,0,0,0,0,0,0.2457851900297944,0.08627308437914501
53,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3282828282828283,0,0,0,0,0,0,0.26996891996892003,0.08862616059585758
54,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19]",0.2904040404040404,0,0,0,0,0,0,0.33317962231005704,0.09675670849913272
55,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20]",0.255050505050505,0,0,0,0,0,0,0.4091159115911591,0.1043452198755229
56,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",0.25252525252525254,0,0,0,0,0,0,0.41535353535353536,0.10488725640240792
57,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.1893939393939394,0,0,0,0,0,0,0.6253535353535354,0.11843816957453322
58,"[5, 6]",0.9945054945054945,0,0,0,0,0,0,0.0012901463177706352,0.0012830576017389284
59,"[5, 6, 7]",0.9945054945054945,0,0,0,0,0,0,0.0012901463177706352,0.0012830576017389284
61,"[5, 6, 7, 8, 9]",0.8736263736263736,0,0,0,0,0,0,0.033779113967793206,0.029510324839995165
71,"[6, 7, 8]",0.8784530386740331,0,0,0,0,0,0,0.03248896765002257,0.028540032355544687
62,"[5, 6, 7, 8, 9, 10]",0.6456043956043956,0,0,0,0,0,0,0.12818564414309097,0.08275721531216039
63,"[5, 6, 7, 8, 9, 10, 11]",0.4340659340659341,0,0,0,0,0,0,0.1778759215468076,0.07720987803405385
64,"[5, 6, 7, 8, 9, 10, 11, 12]",0.3873626373626374,0,0,0,0,0,0,0.22747642428493486,0.08811586764883467
65,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3626373626373626,0,0,0,0,0,0,0.2513320013320014,0.09114237410940709
66,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 19]",0.32142857142857145,0,0,0,0,0,0,0.31349206349206354,0.10076530612244901
67,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20]",0.28296703296703296,0,0,0,0,0,0,0.3878427397844874,0.10974670933462144
68,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",0.2802197802197802,0,0,0,0,0,0,0.39393449687567345,0.11038823813549091
69,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22]",0.21153846153846154,0,0,0,0,0,0,0.5976523476523476,0.1264264581572274
70,"[6, 7]",1.0,0,0,0,0,0,0,0.0,0.0
195,"[30, 31]",1.0,0,0,0,0,0,0,0.0,0.0
